ID	language	Analysis_Source	Name (extracted)	Citing Article	Cited Article	Features	Homepage	Note	Label	Details	modality	use
7192	Marathi Corpus	citing_context	IIIT-H Voices	https://doi.org/10.18653/v1/2023.iwslt-1.43 (2023)	https://doi.org/10.21437/blizzard.2013-2 (2013)	The IIIT-H Voices dataset is primarily used for developing Text-to-Speech (TTS) systems, particularly for Indian languages, to enhance the quality and naturalness of synthesized speech. It supports research under unconstrained conditions, improving the robustness of speech synthesis models. Additionally, the dataset serves as a multi-language speech corpus, leveraging crowd-sourced data for various languages, including Marathi, to advance both speech recognition and synthesis research.	https://www.kaggle.com/datasets/sizlingdhairya1/iiit-spoken-language-datasets		1		Speech	Text-to-Speech
7195	Marathi Corpus	citing_context	In22-Gen	https://doi.org/10.48550/arXiv.2504.10335 (2025)	https://doi.org/10.48550/arXiv.2305.16307 (2023)	The In22-Gen dataset is used to evaluate machine translation models for 22 scheduled Indian languages, including Marathi. It focuses on achieving high-quality and accessible translations. Researchers employ this dataset to assess the performance and accuracy of translation models, ensuring they can effectively handle the linguistic complexities of these languages. This evaluation helps in improving the accessibility and reliability of machine translation systems for a diverse range of Indian languages.	https://huggingface.co/datasets/ai4bharat/IN22-Gen		1		Written	Machine Translation
7202	Marathi Corpus	cited_context | citing_context	IndicNLP	https://doi.org/10.1145/3548457 (2022)	https://www.semanticscholar.org/paper/7997d432925aff0ba05497d2893c09918298ca55 (2020)	The IndicNLP dataset is used to develop monolingual corpora and word embeddings for Indian languages, with a focus on Marathi. It is employed to train and evaluate models for paraphrasing and embedding tasks, particularly using headlines and news articles in Indic languages, including Marathi. This dataset enables researchers to enhance natural language processing capabilities for under-resourced languages by providing extensive textual data for model training and evaluation.; The IndicNLP dataset is used to develop monolingual corpora and word embeddings for Indian languages, with a focus on Marathi. It trains and evaluates deep learning models for NLP tasks such as information retrieval, question answering, text summarization, and plagiarism detection. This dataset enables researchers to enhance model performance and linguistic understanding in Marathi through robust data resources.	https://github.com/AI4Bharat/indicnlp_corpus		1		Written	Information Retrieval
7205	Marathi Corpus	citing_context	Indic-Trans2	https://doi.org/10.48550/arXiv.2412.15471 (2024)	https://doi.org/10.18653/v1/2020.emnlp-main.213 (2020)	The Indic-Trans2 dataset is used to evaluate machine translation quality in 13 Indic languages, including Marathi, by reporting COMET-DA scores. This dataset facilitates the assessment of translation accuracy and fluency, enabling researchers to compare and improve machine translation models across these languages. The dataset's comprehensive coverage of multiple Indic languages makes it a valuable resource for cross-lingual translation research.	https://github.com/AI4Bharat/IndicTrans2		1		Written	Machine Translation
7212	Marathi Corpus	cited_context | citing_context	L3Cube-MahaHate	https://doi.org/10.1145/3548457 (2022), https://doi.org/10.1109/I2CT61223.2024.10543946 (2024), https://doi.org/10.48550/arXiv.2506.00863 (2025)	https://doi.org/10.48550/arXiv.2203.13778 (2022)	The L3Cube-MahaHate dataset is primarily used for developing and evaluating hate speech detection models in Marathi, particularly focusing on tweet-based content. It supports classification tasks using transformer models like BERT and is also utilized for multi-domain sentiment analysis. The dataset includes manually labeled data, enabling researchers to train and evaluate models for detecting hate speech and analyzing sentiment across various domains.; The L3Cube-MahaHate dataset is used to develop and evaluate hate speech detection models specifically for the Marathi language, focusing on tweet-based content. Researchers employ this dataset to train and test machine learning models, addressing the challenge of identifying hate speech in social media. The dataset's focus on Marathi tweets enables nuanced analysis and improvement of hate speech detection algorithms in this language.	https://github.com/l3cube-pune/MarathiNLP/tree/main/L3Cube-MahaHate		1		Written	Hate Speech Detection
7213	Marathi Corpus	cited_context | citing_context	L3Cube-MahaNER	https://doi.org/10.1145/3548457 (2022), https://doi.org/10.48550/arXiv.2308.09862 (2023), https://doi.org/10.48550/arXiv.2311.02579 (2023), https://doi.org/10.1007/978-981-99-6550-2_37 (2023), https://doi.org/10.1109/ICAAIC56838.2023.10141204 (2023)	https://doi.org/10.48550/arXiv.2204.06029 (2022)	The L3Cube-MahaNER dataset is primarily used for named entity recognition (NER) in the Marathi language, specifically to train and evaluate NER models. It contains 73,523 tokens and 6,138 sentences, enabling researchers to improve NER tagging performance in low-resource settings through multilingual learning. The dataset supports the development of BERT models, vanilla CNNs, and other NER systems, focusing on identifying person, location, and organization tags. Additionally, it has been utilized for hate speech detection and sentiment analysis in Marathi, enhancing the overall language processing capabilities.; The L3Cube-MahaNER dataset is used for named entity recognition in the Marathi language. It specifically trains and evaluates BERT models to identify entities within Marathi text. This dataset enables researchers to improve the accuracy of entity recognition in Marathi, contributing to advancements in natural language processing for under-resourced languages.	https://github.com/l3cube-pune/MarathiNLP/tree/main/L3Cube-MahaNER		1		Written	Named Entity Recognition
7215	Marathi Corpus	cited_context | citing_context	L3CubeMahaSent	https://doi.org/10.48550/arXiv.2203.13778 (2022), https://doi.org/10.1109/ICAAIC53929.2022.9793308 (2022), https://doi.org/10.48550/arXiv.2211.11418 (2022), https://www.semanticscholar.org/paper/183ade75855453e7194b25c3db364b405fe98d38 (2021), https://doi.org/10.48550/arXiv.2211.11187 (2022), https://doi.org/10.48550/arXiv.2306.13888 (2023)	https://www.semanticscholar.org/paper/bb8d2aa9ef06ecc830828dee92bfdeb46e14e25f (2021)	The L3CubeMahaSent dataset is primarily used for sentiment analysis of Marathi tweets, focusing on classifying them into positive, negative, and neutral categories. It is employed to evaluate the performance of various models, including XLM-R, IndicBERT, and CNN with Indic fastText word embeddings, on Marathi sentiment analysis tasks. This dataset provides a valuable resource for training and assessing model accuracy in classifying sentiments in Marathi social media content.; The L3CubeMahaSent dataset is primarily used for sentiment analysis of Marathi language text, particularly tweets. It supports the development and evaluation of deep learning models, including MahaBERT and XLM-R, for classifying sentiments into positive, negative, and neutral categories. The dataset, containing 15,000 manually labeled records, is used to enhance and expand domain coverage, including political tweets, movie reviews, general tweets, and TV show subtitles, thereby improving the robustness and applicability of sentiment analysis models in Marathi.	https://github.com/l3cube-pune/MarathiNLP/tree/main/L3CubeMahaSent%20Dataset		1		Written	Sentiment Analysis
7216	Marathi Corpus	citing_context	L3Cube-MahaSocialNER	https://doi.org/10.1145/3632754.3632764 (2023)	https://doi.org/10.48550/arXiv.2204.06029 (2022)	The L3Cube-MahaSocialNER dataset is primarily used for training and evaluating deep learning and neural network models for Marathi Named Entity Recognition (NER), particularly focusing on social media content. It supports the development and assessment of various neural architectures, including BERT models, to improve accuracy in identifying entities such as locations, organizations, people, and numeric quantities. The dataset facilitates comparisons between different tagging schemes (IOB and Non-IOB) and helps in adhering to gold standards for NER tasks.	https://github.com/l3cube-pune/MarathiNLP/tree/main/L3Cube-MahaSocialNER		1		Written	Named Entity Recognition
7217	Marathi Corpus	citing_context	L3Cube’s MahaSent-GT	https://doi.org/10.48550/arXiv.2506.00863 (2025)	https://doi.org/10.48550/arXiv.2205.14728 (2022)	The L3Cube’s MahaSent-GT dataset is used for sentiment analysis and hate speech detection in Marathi, supporting tasks such as training and evaluating transformer models. It enables multi-domain sentiment classification and captures the nuances of Marathi language sentiment, enhancing the accuracy and applicability of NLP models in this context.	https://huggingface.co/l3cube-pune/marathi-sentiment-tweets		1		Written	Sentiment Analysis
7223	Marathi Corpus	citing_context	MahaSQuAD	https://doi.org/10.48550/arXiv.2505.03688 (2025)	https://www.semanticscholar.org/paper/7ebbb9f14a08fda8d76b3f299254c2b0d2c59d9a (2022)	The MahaSQuAD dataset is used to develop extensive resources for Hindi and Marathi by translating SQuAD 2.0, addressing data scarcity. It is employed to extend question-answering approaches from Marathi to nine additional Indic languages, focusing on linguistic divides and cross-lingual performance. The dataset ensures precise alignment of translated answers within their contexts, emphasizing linguistic accuracy and context preservation. It also supports the creation of similar datasets through robust translation and transliteration procedures for question-answering tasks.	https://huggingface.co/l3cube-pune/marathi-question-answering-squad-bert		1		Written	Question Answering
